"unitid","institution name","year","EF2022A.Level of student","EF2022A.Grand total","EF2022A.Grand total men","EF2022A.Grand total women","EF2022A.American Indian or Alaska Native total","EF2022A.American Indian or Alaska Native men","EF2022A.American Indian or Alaska Native women","EF2022A.Asian total","EF2022A.Asian men","EF2022A.Asian women","EF2022A.Black or African American total","EF2022A.Black or African American men","EF2022A.Black or African American women","EF2022A.Hispanic total","EF2022A.Hispanic men","EF2022A.Hispanic women","EF2022A.Native Hawaiian or Other Pacific Islander total","EF2022A.Native Hawaiian or Other Pacific Islander men","EF2022A.Native Hawaiian or Other Pacific Islander women","EF2022A.White total","EF2022A.White men","EF2022A.White women","EF2022A.Two or more races total","EF2022A.Two or more races men","EF2022A.Two or more races women","EF2022A.Race/ethnicity unknown total","EF2022A.Race/ethnicity unknown men","EF2022A.Race/ethnicity unknown women","EF2022A.U.S. Nonresident total","EF2022A.U.S. Nonresident men","EF2022A.U.S. Nonresident women","EF2022A.Gender unknown","EF2022A.Another gender","EF2022A.Total of gender unknown and another gender","EF2022A.Total gender reported as one of the mutually exclusive binary categories (Men/Women)","IDX_EF"
"105330","Northern Arizona University","2022","Part-time students, Undergraduate, Degree/certificate-seeking, First-time","141","48","93","14","6","8","2","1","1","7","1","6","39","15","24","1","0","1","66","21","45","8","4","4","2","0","2","2","0","2",,,,,"-2"
"105330","Northern Arizona University","2022","Part-time students, Undergraduate, Degree/certificate-seeking, Other degree/certificate-seeking","2939","946","1993","97","37","60","263","49","214","127","45","82","816","241","575","4","3","1","1400","505","895","140","39","101","77","21","56","15","6","9",,,,,"-2"
"105330","Northern Arizona University","2022","Part-time students, Undergraduate, Non-degree/certificate-seeking","113","52","61","0","0","0","6","3","3","1","0","1","12","8","4","0","0","0","44","19","25","2","0","2","48","22","26","0","0","0",,,,,"-2"
"105330","Northern Arizona University","2022","Part-time students, Graduate","2158","715","1443","91","11","80","49","13","36","91","36","55","425","99","326","5","2","3","1093","313","780","75","13","62","307","214","93","22","14","8",,,,,"-2"
"105330","Northern Arizona University","2022","Part-time students, Undergraduate, Other degree/certificatee-seeking, Transfer-ins","490","107","383","16","2","14","9","1","8","26","4","22","181","34","147","2","1","1","230","60","170","20","3","17","5","2","3","1","0","1",,,,,"-2"
"105330","Northern Arizona University","2022","Part-time students, Undergraduate, Other degree/certificatee-seeking, Continuing","2449","839","1610","81","35","46","254","48","206","101","41","60","635","207","428","2","2","0","1170","445","725","120","36","84","72","19","53","14","6","8",,,,,"-2"
"110486","California State University-Bakersfield","2022","All students total","9613","3162","6451","28","8","20","651","288","363","375","127","248","6439","1966","4473","18","9","9","1360","479","881","207","71","136","396","144","252","139","70","69","946","78","1024","8589","-2"
"110486","California State University-Bakersfield","2022","All students, Undergraduate total","8188","2773","5415","21","6","15","579","266","313","330","112","218","5573","1748","3825","16","9","7","1050","383","667","174","64","110","323","120","203","122","65","57","821","63","884","7304","-2"
"110486","California State University-Bakersfield","2022","All students, Undergraduate, Degree/certificate-seeking total","8108","2749","5359","21","6","15","567","263","304","327","112","215","5537","1738","3799","16","9","7","1029","378","651","169","61","108","320","117","203","122","65","57",,,,,"-2"
"110486","California State University-Bakersfield","2022","All students, Undergraduate, Degree/certificate-seeking, First-time","1107","391","716","0","0","0","82","37","45","44","20","24","809","265","544","2","1","1","72","28","44","17","5","12","53","20","33","28","15","13",,,,,"-2"
"110486","California State University-Bakersfield","2022","All students, Undergraduate, Other degree/certificate-seeking","7001","2358","4643","21","6","15","485","226","259","283","92","191","4728","1473","3255","14","8","6","957","350","607","152","56","96","267","97","170","94","50","44",,,,,"-2"
"110486","California State University-Bakersfield","2022","All students, Undergraduate, Non-degree/certificate-seeking","80","24","56","0","0","0","12","3","9","3","0","3","36","10","26","0","0","0","21","5","16","5","3","2","3","3","0","0","0","0",,,,,"-2"
"110486","California State University-Bakersfield","2022","All students, Graduate","1425","389","1036","7","2","5","72","22","50","45","15","30","866","218","648","2","0","2","310","96","214","33","7","26","73","24","49","17","5","12","125","15","140","1285","-2"
"110486","California State University-Bakersfield","2022","All students, Undergraduate, Other degree/certificatee-seeking, Transfer-ins","1135","336","799","1","1","0","55","21","34","51","21","30","747","194","553","1","1","0","200","70","130","33","13","20","29","8","21","18","7","11",,,,,"-2"
"110486","California State University-Bakersfield","2022","All students, Undergraduate, Other degree/certificatee-seeking, Continuing","5866","2022","3844","20","5","15","430","205","225","232","71","161","3981","1279","2702","13","7","6","757","280","477","119","43","76","238","89","149","76","43","33",,,,,"-2"
"110486","California State University-Bakersfield","2022","Full-time students total","7613","2483","5130","21","7","14","539","234","305","275","97","178","5218","1587","3631","14","6","8","971","329","642","162","60","102","290","102","188","123","61","62",,,,,"-2"
"110486","California State University-Bakersfield","2022","Full-time students, Undergraduate total","6630","2230","4400","17","6","11","489","218","271","247","90","157","4599","1433","3166","13","6","7","770","276","494","139","55","84","244","88","156","112","58","54",,,,,"-2"
"110486","California State University-Bakersfield","2022","Full-time students, Undergraduate, Degree/certificate-seeking total","6621","2228","4393","17","6","11","486","218","268","247","90","157","4598","1433","3165","13","6","7","765","274","491","139","55","84","244","88","156","112","58","54",,,,,"-2"
"110486","California State University-Bakersfield","2022","Full-time students, Undergraduate, Degree/certificate-seeking, First-time","1080","383","697","0","0","0","79","36","43","41","20","21","793","261","532","2","1","1","70","27","43","17","5","12","50","18","32","28","15","13",,,,,"-2"
"110486","California State University-Bakersfield","2022","Full-time students, Undergraduate, Degree/certificate-seeking, Other degree/certificate-seeking","5541","1845","3696","17","6","11","407","182","225","206","70","136","3805","1172","2633","11","5","6","695","247","448","122","50","72","194","70","124","84","43","41",,,,,"-2"
"110486","California State University-Bakersfield","2022","Full-time students, Undergraduate, Non-degree/certificate-seeking","9","2","7","0","0","0","3","0","3","0","0","0","1","0","1","0","0","0","5","2","3","0","0","0","0","0","0","0","0","0",,,,,"-2"
"110486","California State University-Bakersfield","2022","Full-time students, Graduate","983","253","730","4","1","3","50","16","34","28","7","21","619","154","465","1","0","1","201","53","148","23","5","18","46","14","32","11","3","8",,,,,"-2"
"110486","California State University-Bakersfield","2022","Full-time students, Undergraduate, Other degree/certificatee-seeking, Transfer-ins","929","280","649","1","1","0","49","17","32","39","19","20","617","164","453","1","1","0","155","53","102","29","13","16","20","5","15","18","7","11",,,,,"-2"
"110486","California State University-Bakersfield","2022","Full-time students, Undergraduate, Other degree/certificatee-seeking, Continuing","4612","1565","3047","16","5","11","358","165","193","167","51","116","3188","1008","2180","10","4","6","540","194","346","93","37","56","174","65","109","66","36","30",,,,,"-2"
"110486","California State University-Bakersfield","2022","Part-time students total","2000","679","1321","7","1","6","112","54","58","100","30","70","1221","379","842","4","3","1","389","150","239","45","11","34","106","42","64","16","9","7",,,,,"-2"
"110486","California State University-Bakersfield","2022","Part-time students, Undergraduate total","1558","543","1015","4","0","4","90","48","42","83","22","61","974","315","659","3","3","0","280","107","173","35","9","26","79","32","47","10","7","3",,,,,"-2"
"110486","California State University-Bakersfield","2022","Part-time students, Undergraduate, Degree/certificate-seeking total","1487","521","966","4","0","4","81","45","36","80","22","58","939","305","634","3","3","0","264","104","160","30","6","24","76","29","47","10","7","3",,,,,"-2"
"110486","California State University-Bakersfield","2022","Part-time students, Undergraduate, Degree/certificate-seeking, First-time","27","8","19","0","0","0","3","1","2","3","0","3","16","4","12","0","0","0","2","1","1","0","0","0","3","2","1","0","0","0",,,,,"-2"
"110486","California State University-Bakersfield","2022","Part-time students, Undergraduate, Degree/certificate-seeking, Other degree/certificate-seeking","1460","513","947","4","0","4","78","44","34","77","22","55","923","301","622","3","3","0","262","103","159","30","6","24","73","27","46","10","7","3",,,,,"-2"
"110486","California State University-Bakersfield","2022","Part-time students, Undergraduate, Non-degree/certificate-seeking","71","22","49","0","0","0","9","3","6","3","0","3","35","10","25","0","0","0","16","3","13","5","3","2","3","3","0","0","0","0",,,,,"-2"
"110486","California State University-Bakersfield","2022","Part-time students, Graduate","442","136","306","3","1","2","22","6","16","17","8","9","247","64","183","1","0","1","109","43","66","10","2","8","27","10","17","6","2","4",,,,,"-2"
"110486","California State University-Bakersfield","2022","Part-time students, Undergraduate, Other degree/certificatee-seeking, Transfer-ins","206","56","150","0","0","0","6","4","2","12","2","10","130","30","100","0","0","0","45","17","28","4","0","4","9","3","6","0","0","0",,,,,"-2"
"110486","California State University-Bakersfield","2022","Part-time students, Undergraduate, Other degree/certificatee-seeking, Continuing","1254","457","797","4","0","4","72","40","32","65","20","45","793","271","522","3","3","0","217","86","131","26","6","20","64","24","40","10","7","3",,,,,"-2"
"110495","California State University-Stanislaus","2022","All students total","10154","3293","6861","24","6","18","907","365","542","242","85","157","6233","1842","4391","66","28","38","1887","659","1228","252","86","166","473","195","278","70","27","43","1022","64","1086","9068","-2"
"110495","California State University-Stanislaus","2022","All students, Undergraduate total","8926","2977","5949","22","5","17","790","328","462","217","77","140","5559","1687","3872","60","26","34","1585","572","1013","220","81","139","407","174","233","66","27","39","938","54","992","7934","-2"
"110495","California State University-Stanislaus","2022","All students, Undergraduate, Degree/certificate-seeking total","8836","2959","5877","22","5","17","790","328","462","216","77","139","5545","1686","3859","58","26","32","1570","568","1002","218","81","137","370","164","206","47","24","23",,,,,"-2"
"110495","California State University-Stanislaus","2022","All students, Undergraduate, Degree/certificate-seeking, First-time","1031","346","685","0","0","0","88","36","52","21","8","13","726","219","507","4","2","2","128","51","77","21","12","9","36","15","21","7","3","4",,,,,"-2"
"110495","California State University-Stanislaus","2022","All students, Undergraduate, Other degree/certificate-seeking","7805","2613","5192","22","5","17","702","292","410","195","69","126","4819","1467","3352","54","24","30","1442","517","925","197","69","128","334","149","185","40","21","19",,,,,"-2"
"110495","California State University-Stanislaus","2022","All students, Undergraduate, Non-degree/certificate-seeking","90","18","72","0","0","0","0","0","0","1","0","1","14","1","13","2","0","2","15","4","11","2","0","2","37","10","27","19","3","16",,,,,"-2"
"110495","California State University-Stanislaus","2022","All students, Graduate","1228","316","912","2","1","1","117","37","80","25","8","17","674","155","519","6","2","4","302","87","215","32","5","27","66","21","45","4","0","4","84","10","94","1134","-2"
"110495","California State University-Stanislaus","2022","All students, Undergraduate, Other degree/certificatee-seeking, Transfer-ins","1375","471","904","12","3","9","125","53","72","55","21","34","775","244","531","9","2","7","290","94","196","44","14","30","56","35","21","9","5","4",,,,,"-2"
"110495","California State University-Stanislaus","2022","All students, Undergraduate, Other degree/certificatee-seeking, Continuing","6430","2142","4288","10","2","8","577","239","338","140","48","92","4044","1223","2821","45","22","23","1152","423","729","153","55","98","278","114","164","31","16","15",,,,,"-2"
"110495","California State University-Stanislaus","2022","Full-time students total","7759","2435","5324","19","5","14","667","264","403","180","62","118","4899","1393","3506","48","19","29","1384","474","910","189","64","125","310","130","180","63","24","39",,,,,"-2"
"110495","California State University-Stanislaus","2022","Full-time students, Undergraduate total","6958","2273","4685","18","5","13","595","248","347","163","56","107","4429","1307","3122","46","19","27","1202","431","771","165","60","105","280","123","157","60","24","36",,,,,"-2"
"110495","California State University-Stanislaus","2022","Full-time students, Undergraduate, Degree/certificate-seeking total","6939","2270","4669","18","5","13","595","248","347","163","56","107","4429","1307","3122","46","19","27","1202","431","771","165","60","105","280","123","157","41","21","20",,,,,"-2"
"110495","California State University-Stanislaus","2022","Full-time students, Undergraduate, Degree/certificate-seeking, First-time","963","318","645","0","0","0","81","31","50","18","6","12","680","204","476","4","2","2","122","50","72","18","10","8","33","12","21","7","3","4",,,,,"-2"
"110495","California State University-Stanislaus","2022","Full-time students, Undergraduate, Degree/certificate-seeking, Other degree/certificate-seeking","5976","1952","4024","18","5","13","514","217","297","145","50","95","3749","1103","2646","42","17","25","1080","381","699","147","50","97","247","111","136","34","18","16",,,,,"-2"
"110495","California State University-Stanislaus","2022","Full-time students, Undergraduate, Non-degree/certificate-seeking","19","3","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19","3","16",,,,,"-2"
"110495","California State University-Stanislaus","2022","Full-time students, Graduate","801","162","639","1","0","1","72","16","56","17","6","11","470","86","384","2","0","2","182","43","139","24","4","20","30","7","23","3","0","3",,,,,"-2"
"110495","California State University-Stanislaus","2022","Full-time students, Undergraduate, Other degree/certificatee-seeking, Transfer-ins","1075","373","702","11","3","8","98","41","57","39","16","23","596","188","408","9","2","7","236","76","160","36","13","23","42","29","13","8","5","3",,,,,"-2"
"110495","California State University-Stanislaus","2022","Full-time students, Undergraduate, Other degree/certificatee-seeking, Continuing","4901","1579","3322","7","2","5","416","176","240","106","34","72","3153","915","2238","33","15","18","844","305","539","111","37","74","205","82","123","26","13","13",,,,,"-2"
"110495","California State University-Stanislaus","2022","Part-time students total","2395","858","1537","5","1","4","240","101","139","62","23","39","1334","449","885","18","9","9","503","185","318","63","22","41","163","65","98","7","3","4",,,,,"-2"
"110495","California State University-Stanislaus","2022","Part-time students, Undergraduate total","1968","704","1264","4","0","4","195","80","115","54","21","33","1130","380","750","14","7","7","383","141","242","55","21","34","127","51","76","6","3","3",,,,,"-2"
